"scenario","region","subRegion","sources","x","xLabel","vintage","units","aggregate","classPalette1","classPalette2","origScen","origQuery","origUnits","origX","class2","class1","value","origValue","classLabel1","classLabel2","param"
"High","Thailand","Thailand","Sources",2080,"Year","Vint_2080","CO2 emissions - (MTCO2)","sum","pal_all","classPalette2","High","Land Use Change Emission (future)","MtC/yr",2080,"CO2","LUC",-0.070200553316682,-0.0191456054500042,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2085,"Year","Vint_2085","CO2 emissions - (MTCO2)","sum","pal_all","classPalette2","High","Land Use Change Emission (future)","MtC/yr",2085,"CO2","LUC",-0.0472502511071809,-0.0128864321201402,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2090,"Year","Vint_2090","CO2 emissions - (MTCO2)","sum","pal_all","classPalette2","High","Land Use Change Emission (future)","MtC/yr",2090,"CO2","LUC",-0.031830294227091,-0.00868098933466118,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2095,"Year","Vint_2095","CO2 emissions - (MTCO2)","sum","pal_all","classPalette2","High","Land Use Change Emission (future)","MtC/yr",2095,"CO2","LUC",-0.0214619448420498,-0.00585325768419541,"sector","ghg","emissCO2BySectorNoBio"
"High","Thailand","Thailand","Sources",2100,"Year","Vint_2100","CO2 emissions - (MTCO2)","sum","pal_all","classPalette2","High","Land Use Change Emission (future)","MtC/yr",2100,"CO2","LUC",-0.0144826393009318,-0.00394981071843594,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","industry",0.201773899513841,0.0550292453219567,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","transport",0.901885937333333,0.245968892,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","building",1.03020953371251,0.280966236467047,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","industry",0.523581959292886,0.142795079807151,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","transport",3.59354816333333,0.98005859,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","building",1.90010257026983,0.518209791891771,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","industry",2.03543771202341,0.555119376006384,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","transport",7.2100260466094,1.96637073998438,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","building",2.45015634291478,0.668224457158577,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","industry",2.53593376391728,0.691618299250168,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","transport",7.27999049580352,1.98545195340096,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","building",2.35183024704758,0.641408249194795,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","industry",2.8665760652049,0.781793472328608,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","transport",8.07330223114788,2.20180969940397,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","building",2.46899614467932,0.673362584912541,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","industry",3.02113466488857,0.823945817696882,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","transport",7.42499497119099,2.02499862850663,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","building",2.47909917239804,0.676117956108555,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","industry",2.99144367841761,0.815848275932075,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","transport",6.99149463596763,1.90677126435481,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","building",2.55156220669775,0.695880601826659,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","industry",2.96672144575826,0.809105848843162,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","transport",6.60129272212402,1.80035256057928,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","building",2.72329978566414,0.742718123362946,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","industry",2.88185756995482,0.785961155442223,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","transport",5.88599989419175,1.60527269841593,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","building",2.87039884655382,0.782836049060133,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","industry",2.74637919591184,0.749012507975957,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","transport",5.01169716217727,1.36682649877562,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","building",2.90136378246553,0.791281031581508,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","industry",2.57970905507708,0.703557015021022,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","transport",4.42507960752908,1.20683989296248,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","building",2.98539647704565,0.814199039194268,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","industry",2.40756702364441,0.656609188266658,"sector","ghg","emissCO2BySectorNoBio"
"High","Bangkok","Bangkok","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","transport",3.94625778375458,1.07625212284216,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","industry",0.201773899513841,0.0550292453219567,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","transport",0.116070661666667,0.031655635,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","building",0.039198177772458,0.0106904121197613,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","industry",0.523581959292886,0.142795079807151,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","transport",0.46277781,0.12621213,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","building",0.0884901061770527,0.0241336653210144,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","industry",2.03543771202341,0.555119376006384,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","transport",1.23835472679465,0.337733107307633,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","building",0.140077118685684,0.0382028505506412,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","industry",2.53593376391728,0.691618299250168,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","transport",1.40736146671594,0.383825854558894,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","building",0.143388898042415,0.0391060631024767,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","industry",2.8665760652049,0.781793472328608,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2015,"Year","Vint_2015","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2015,"CO2","transport",1.69241314911929,0.461567222487079,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","building",0.144482519147779,0.0394043234039397,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","industry",3.28545703866182,0.896033737816859,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2020,"Year","Vint_2020","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2020,"CO2","transport",1.7158523837486,0.467959741022344,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","building",0.143567549679083,0.0391547862761136,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","industry",3.42511521704104,0.934122331920283,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2025,"Year","Vint_2025","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2025,"CO2","transport",1.68555853201328,0.459697781458169,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","building",0.148162731747472,0.0404080177493105,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","industry",3.60870689260014,0.984192788890947,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2030,"Year","Vint_2030","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2030,"CO2","transport",1.66002783461288,0.452734863985331,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","building",0.159534141608307,0.0435093113477202,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","industry",3.7487361853955,1.02238259601695,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2035,"Year","Vint_2035","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2035,"CO2","transport",1.58355559990157,0.431878799973155,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","building",0.168428263619769,0.0459349809872097,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","industry",3.93451800520823,1.07305036505679,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2040,"Year","Vint_2040","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2040,"CO2","transport",1.52249329208858,0.415225443296885,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","building",0.16984604000504,0.0463216472741018,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","industry",3.86844359247485,1.05503007067496,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2045,"Year","Vint_2045","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2045,"CO2","transport",1.47664409964437,0.402721118084828,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","building",0.173659598353454,0.047361708641851,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","industry",3.75515032733367,1.02413190745464,"sector","ghg","emissCO2BySectorNoBio"
"High","Nonthaburi","Nonthaburi","Sources",2050,"Year","Vint_2050","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2050,"CO2","transport",1.43630748405383,0.391720222923771,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","industry",3.43017506498187,0.935502290449602,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1975,"Year","Vint_1975","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1975,"CO2","transport",8.27889414,2.25788022,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","building",1.54442953809714,0.421208055844674,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","industry",8.90089514127607,2.42751685671166,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",1990,"Year","Vint_1990","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,1990,"CO2","transport",32.9853036333333,8.9959919,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","building",3.39893872368769,0.926983288278461,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","industry",34.6025745704411,9.43706579193848,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2005,"Year","Vint_2005","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2005,"CO2","transport",69.7042929097176,19.0102617026503,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","building",5.41954699536374,1.47805827146284,"sector","ghg","emissCO2BySectorNoBio"
"High","Rest of Thailand","Rest of Thailand","Sources",2010,"Year","Vint_2010","CO2 emissions - (MTCO2)","sum","pal_all","pal_all","High","CO2 emissions by tech",NA,2010,"CO2","industry",43.1108428491515,11.7575025952231,"sector","ghg","emissCO2BySectorNoBio"
