"scenario","region","subRegion","param","xLabel","x","vintage","units","value"
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",5.14733965633873
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",11.1455663289026
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",12.2660806026356
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",13.2917085434004
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",12.9151257807589
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",12.4620374867833
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",12.11957637458
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",11.4911572498107
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",10.6284752046429
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",9.90615244507169
"High","Bangkok","Bangkok","emissCO2BySectorNoBio","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",9.33922128444464
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",1.76816048187486
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",7.40331649297544
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",18.2260895780036
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",20.9213472055322
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",23.0352056127476
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",22.6325194395195
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",22.6534198921204
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",22.6023377261509
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",22.106103975662
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",21.2735193963378
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",20.1853023768543
"High","MEA area","MEA area","emissCO2BySectorNoBio","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",19.2370153205477
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",0.317844561180508
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",1.02555794706534
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",3.36228254499511
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",4.08337234931891
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",4.7023781123666
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",5.14579194155819
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",5.25424129873341
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",5.41689745896049
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",5.49182592690537
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",5.62543956091658
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",5.51493373212426
"High","Nonthaburi","Nonthaburi","emissCO2BySectorNoBio","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",5.36511740974095
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",11.7090692049819
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",43.4306283127065
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",107.705806203846
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",119.900407751637
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",134.693723262282
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",132.316302137063
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",126.374096085517
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",127.330643591792
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",126.205698022139
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",120.698637435932
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",117.400379755101
"High","Rest of Thailand","Rest of Thailand","emissCO2BySectorNoBio","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",115.334477824998
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",0.346656083847175
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",1.23041888957137
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",3.71824070410582
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",4.5718942535777
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",5.0411189569806
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",4.57160171720241
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",4.93714110660375
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",5.06586389261041
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",5.12312079894595
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",5.01960463077826
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",4.76421619965835
"High","SamutPrakan","SamutPrakan","emissCO2BySectorNoBio","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",4.53267662636207
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",1975,"Vint_1975","CO2 emissions - (MTCO2)",5.1965611484766
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",1980,"Vint_1980","CO2 emissions - (MTCO2)",101.84637177292
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",1985,"Vint_1985","CO2 emissions - (MTCO2)",100.891230615035
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",48.8442989839847
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",1990,"Vint_1990","CO2 emissions - (MTCO2)",100.600010165918
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",1995,"Vint_1995","CO2 emissions - (MTCO2)",6.54453040109601
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2000,"Vint_2000","CO2 emissions - (MTCO2)",-4.79992044998378
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",119.074197824488
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2005,"Vint_2005","CO2 emissions - (MTCO2)",-9.82894521305687
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",122.817423533653
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2010,"Vint_2010","CO2 emissions - (MTCO2)",84.9197655152153
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",137.312987212915
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2015,"Vint_2015","CO2 emissions - (MTCO2)",150.501132642193
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",137.210460217139
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2020,"Vint_2020","CO2 emissions - (MTCO2)",16.2021684530369
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",132.3968149707
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2025,"Vint_2025","CO2 emissions - (MTCO2)",19.0096180557967
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",128.565802172596
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2030,"Vint_2030","CO2 emissions - (MTCO2)",15.396451528642
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",118.228029028592
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2035,"Vint_2035","CO2 emissions - (MTCO2)",19.6588909901299
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",106.868961330034
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2040,"Vint_2040","CO2 emissions - (MTCO2)",14.3459620498619
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",95.7286505487048
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2045,"Vint_2045","CO2 emissions - (MTCO2)",19.1208888817286
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",84.7537223507436
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2050,"Vint_2050","CO2 emissions - (MTCO2)",14.2583663661839
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-0.577382243852066
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-0.365799102013427
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-0.233766645458717
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-0.155436827545349
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-0.104372156725995
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-0.070200553316682
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2085,"Vint_2085","CO2 emissions - (MTCO2)",-0.0472502511071809
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2090,"Vint_2090","CO2 emissions - (MTCO2)",-0.031830294227091
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2095,"Vint_2095","CO2 emissions - (MTCO2)",-0.0214619448420498
"High","Thailand","Thailand","emissCO2BySectorNoBio","Year",2100,"Vint_2100","CO2 emissions - (MTCO2)",-0.0144826393009318
